,0
694,238.0
695,0.0
696,0.0
697,0.0
698,0.0
699,35.0
700,0.0
701,240.0
702,0.0
703,0.0
704,0.0
705,0.0
706,65.0
707,159.0
708,157.0
709,36.0
710,137.0
711,4.0
712,0.0
713,0.0
714,151.0
715,0.0
716,0.0
717,0.0
718,109.0
719,0.0
720,20.0
721,0.0
722,0.0
723,0.0
724,186.0
725,0.0
726,91.0
727,0.0
728,0.0
729,119.0
730,0.0
731,96.0
732,118.0
733,0.0
734,252.0
735,26.0
736,224.0
737,0.0
738,182.0
739,0.0
740,143.0
741,56.0
742,244.0
743,0.0
744,0.0
745,0.0
746,136.0
747,47.0
748,0.0
749,0.0
750,0.0
751,251.0
752,0.0
753,0.0
754,22.0
755,0.0
756,0.0
757,223.0
758,0.0
759,0.0
760,12.0
761,0.0
762,195.0
763,0.0
764,0.0
765,0.0
766,145.0
767,0.0
768,50.0
769,0.0
770,75.0
771,0.0
772,0.0
773,197.0
774,142.0
775,0.0
776,0.0
777,0.0
778,26.0
779,19.0
780,0.0
781,0.0
782,169.0
783,0.0
784,114.0
785,0.0
786,89.0
787,185.0
788,0.0
789,0.0
790,251.0
791,0.0
792,161.0
793,190.0
794,46.0
795,231.0
796,0.0
797,201.0
798,0.0
799,0.0
800,0.0
801,0.0
802,151.0
803,89.0
804,0.0
805,153.0
806,0.0
807,0.0
808,0.0
809,43.0
810,0.0
811,0.0
812,0.0
813,40.0
814,94.0
815,59.0
816,0.0
817,0.0
818,59.0
819,61.0
820,94.0
821,0.0
822,0.0
823,0.0
824,0.0
825,168.0
826,0.0
827,0.0
828,248.0
829,212.0
830,116.0
831,0.0
832,0.0
833,89.0
834,0.0
835,0.0
836,44.0
837,0.0
838,0.0
839,189.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,199.0
848,237.0
849,128.0
850,67.0
851,0.0
852,47.0
853,206.0
854,64.0
855,187.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,247.0
862,221.0
863,0.0
864,244.0
865,0.0
866,74.0
867,10.0
868,175.0
869,97.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,134.0
876,0.0
877,0.0
878,45.0
879,0.0
880,0.0
881,13.0
882,0.0
883,0.0
884,176.0
885,89.0
886,0.0
887,0.0
888,0.0
889,147.0
890,173.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,155.0
898,93.0
899,169.0
900,0.0
901,0.0
902,0.0
903,19.0
904,0.0
905,72.0
906,0.0
907,0.0
908,0.0
909,0.0
910,22.0
911,112.0
912,148.0
913,0.0
914,8.0
915,193.0
916,106.0
917,165.0
918,0.0
919,144.0
920,178.0
921,0.0
922,150.0
923,0.0
924,0.0
925,0.0
926,220.0
927,147.0
928,161.0
929,0.0
930,0.0
931,202.0
932,51.0
933,0.0
934,160.0
935,0.0
936,94.0
937,0.0
938,23.0
939,0.0
940,0.0
941,252.0
942,20.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,198.0
949,144.0
950,0.0
951,0.0
952,155.0
953,33.0
954,0.0
955,0.0
956,137.0
957,0.0
958,0.0
959,0.0
960,120.0
961,110.0
962,0.0
963,97.0
964,0.0
965,192.0
966,78.0
967,112.0
968,0.0
969,0.0
970,155.0
971,0.0
972,245.0
973,0.0
974,0.0
975,1.0
976,110.0
977,139.0
978,0.0
979,126.0
980,224.0
981,205.0
982,0.0
983,173.0
984,98.0
985,0.0
986,71.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,233.0
993,0.0
994,0.0
995,84.0
996,0.0
997,1.0
998,47.0
999,224.0
1000,78.0
1001,110.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,14.0
1007,0.0
1008,26.0
1009,238.0
1010,0.0
1011,0.0
1012,31.0
1013,87.0
1014,70.0
1015,0.0
1016,156.0
1017,0.0
1018,0.0
1019,128.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,115.0
1026,249.0
1027,97.0
1028,224.0
1029,0.0
1030,0.0
1031,136.0
1032,26.0
1033,139.0
1034,0.0
1035,133.0
1036,246.0
1037,211.0
1038,175.0
1039,205.0
1040,163.0
1041,48.0
1042,101.0
1043,75.0
1044,0.0
1045,0.0
1046,0.0
1047,18.0
1048,0.0
1049,253.0
1050,0.0
1051,168.0
1052,240.0
1053,0.0
1054,226.0
1055,224.0
1056,79.0
1057,27.0
1058,0.0
1059,52.0
1060,67.0
1061,0.0
1062,0.0
1063,131.0
1064,0.0
1065,0.0
1066,179.0
1067,71.0
1068,192.0
1069,0.0
1070,161.0
1071,0.0
1072,119.0
1073,0.0
1074,0.0
1075,212.0
1076,0.0
1077,0.0
1078,76.0
1079,3.0
1080,185.0
1081,0.0
1082,234.0
1083,0.0
1084,0.0
1085,142.0
1086,41.0
1087,102.0
1088,221.0
1089,0.0
1090,0.0
1091,38.0
1092,0.0
1093,216.0
1094,191.0
1095,0.0
1096,0.0
1097,0.0
1098,53.0
1099,94.0
1100,126.0
1101,0.0
1102,0.0
1103,67.0
1104,254.0
1105,176.0
1106,83.0
1107,0.0
1108,41.0
1109,168.0
1110,178.0
1111,137.0
1112,0.0
1113,141.0
1114,0.0
1115,129.0
1116,178.0
1117,120.0
1118,231.0
1119,0.0
1120,0.0
1121,75.0
1122,0.0
1123,0.0
1124,230.0
1125,134.0
1126,30.0
1127,144.0
1128,0.0
1129,113.0
1130,242.0
1131,0.0
1132,244.0
1133,79.0
1134,0.0
1135,97.0
1136,166.0
1137,227.0
1138,0.0
1139,0.0
1140,57.0
1141,232.0
1142,157.0
1143,0.0
1144,0.0
1145,0.0
1146,203.0
1147,207.0
1148,68.0
1149,233.0
1150,204.0
1151,138.0
1152,35.0
1153,108.0
1154,206.0
1155,0.0
1156,0.0
1157,166.0
1158,49.0
1159,0.0
1160,53.0
1161,24.0
1162,0.0
1163,61.0
1164,0.0
1165,78.0
1166,0.0
1167,186.0
1168,224.0
1169,0.0
1170,226.0
1171,0.0
1172,0.0
1173,0.0
1174,20.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,86.0
1180,85.0
1181,62.0
1182,0.0
1183,99.0
1184,32.0
1185,0.0
1186,0.0
1187,0.0
1188,82.0
1189,0.0
1190,41.0
1191,188.0
1192,131.0
1193,26.0
1194,40.0
1195,214.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,51.0
1204,33.0
1205,0.0
1206,230.0
1207,126.0
1208,61.0
1209,0.0
1210,0.0
1211,0.0
1212,57.0
1213,230.0
1214,35.0
1215,0.0
1216,249.0
1217,106.0
1218,203.0
1219,0.0
1220,0.0
1221,0.0
1222,249.0
1223,12.0
1224,0.0
1225,163.0
1226,20.0
1227,215.0
1228,0.0
1229,0.0
1230,0.0
1231,140.0
1232,0.0
1233,0.0
1234,201.0
1235,0.0
1236,210.0
1237,0.0
1238,72.0
1239,23.0
1240,162.0
1241,0.0
1242,7.0
1243,92.0
1244,54.0
1245,23.0
1246,0.0
1247,203.0
1248,128.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,65.0
1257,0.0
1258,0.0
1259,247.0
1260,41.0
1261,0.0
1262,15.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,165.0
1268,45.0
1269,0.0
1270,0.0
1271,0.0
1272,98.0
1273,0.0
1274,0.0
1275,170.0
1276,0.0
1277,95.0
1278,0.0
1279,0.0
1280,0.0
1281,248.0
1282,97.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,193.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,223.0
1295,0.0
1296,64.0
1297,119.0
1298,40.0
1299,0.0
1300,0.0
1301,203.0
1302,0.0
1303,68.0
1304,0.0
1305,155.0
1306,223.0
1307,240.0
1308,1.0
1309,92.0
1310,20.0
1311,0.0
1312,7.0
1313,110.0
1314,63.0
1315,0.0
1316,91.0
1317,87.0
1318,0.0
1319,0.0
1320,157.0
1321,0.0
1322,0.0
1323,42.0
1324,0.0
1325,0.0
1326,152.0
1327,78.0
1328,216.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,68.0
1334,90.0
1335,89.0
1336,0.0
1337,105.0
1338,0.0
1339,0.0
1340,106.0
1341,0.0
1342,144.0
1343,0.0
1344,0.0
1345,133.0
1346,197.0
1347,0.0
1348,0.0
1349,0.0
1350,96.0
1351,30.0
1352,0.0
1353,0.0
1354,135.0
1355,243.0
1356,86.0
1357,179.0
1358,0.0
1359,80.0
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,21.0
1366,0.0
1367,0.0
1368,94.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,117.0
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,251.0
1382,27.0
1383,0.0
1384,0.0
1385,0.0
1386,245.0
1387,233.0
1388,0.0
1389,0.0
1390,202.0
1391,0.0
1392,75.0
1393,196.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,209.0
1402,146.0
1403,10.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,162.0
1410,0.0
1411,0.0
1412,0.0
1413,112.0
1414,0.0
1415,0.0
1416,120.0
1417,0.0
1418,251.0
1419,27.0
1420,0.0
1421,171.0
1422,155.0
1423,55.0
1424,3.0
1425,41.0
1426,0.0
1427,113.0
1428,237.0
1429,16.0
1430,133.0
1431,0.0
1432,0.0
1433,151.0
1434,0.0
1435,129.0
1436,0.0
1437,170.0
1438,0.0
1439,0.0
1440,0.0
1441,150.0
1442,0.0
1443,0.0
1444,23.0
1445,107.0
1446,149.0
1447,0.0
1448,0.0
1449,238.0
1450,0.0
1451,0.0
1452,216.0
1453,71.0
1454,233.0
1455,0.0
1456,172.0
1457,0.0
1458,37.0
1459,0.0
1460,0.0
1461,137.0
1462,0.0
1463,156.0
1464,0.0
1465,0.0
1466,170.0
1467,157.0
1468,35.0
1469,210.0
1470,37.0
1471,0.0
1472,0.0
1473,0.0
1474,0.0
1475,0.0
1476,0.0
1477,61.0
1478,240.0
1479,5.0
1480,86.0
1481,56.0
1482,215.0
1483,127.0
1484,182.0
1485,243.0
1486,242.0
1487,129.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,77.0
1494,0.0
1495,0.0
1496,0.0
1497,0.0
1498,0.0
1499,208.0
1500,0.0
1501,0.0
1502,86.0
1503,48.0
1504,54.0
1505,0.0
1506,95.0
1507,100.0
1508,0.0
1509,173.0
1510,0.0
1511,86.0
1512,205.0
1513,204.0
1514,108.0
1515,0.0
1516,231.0
1517,7.0
1518,0.0
1519,0.0
1520,174.0
1521,81.0
1522,0.0
1523,201.0
1524,188.0
1525,0.0
1526,0.0
1527,0.0
1528,12.0
1529,99.0
1530,0.0
1531,136.0
1532,129.0
1533,99.0
1534,70.0
1535,0.0
1536,108.0
1537,169.0
1538,0.0
1539,41.0
1540,183.0
1541,229.0
1542,1.0
1543,0.0
1544,0.0
1545,175.0
1546,227.0
1547,57.0
1548,116.0
1549,0.0
1550,214.0
1551,245.0
1552,155.0
1553,108.0
1554,157.0
1555,0.0
1556,9.0
1557,0.0
1558,0.0
1559,0.0
1560,237.0
1561,93.0
1562,0.0
1563,87.0
1564,147.0
1565,254.0
1566,37.0
1567,0.0
1568,0.0
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.0
1575,194.0
1576,0.0
1577,36.0
1578,0.0
1579,0.0
1580,0.0
1581,192.0
1582,0.0
1583,0.0
1584,0.0
1585,72.0
1586,135.0
1587,0.0
1588,147.0
1589,139.0
1590,0.0
1591,20.0
1592,0.0
1593,0.0
1594,0.0
1595,224.0
1596,160.0
1597,121.0
1598,0.0
1599,0.0
1600,0.0
1601,202.0
1602,2.0
1603,0.0
1604,10.0
1605,0.0
1606,0.0
1607,136.0
1608,141.0
1609,0.0
1610,0.0
1611,175.0
1612,0.0
1613,143.0
1614,156.0
1615,0.0
1616,0.0
1617,52.0
1618,118.0
1619,0.0
1620,0.0
1621,0.0
1622,0.0
1623,87.0
1624,137.0
1625,88.0
1626,49.0
1627,0.0
1628,29.0
1629,0.0
1630,184.0
1631,179.0
1632,139.0
1633,230.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,211.0
1640,0.0
1641,0.0
1642,243.0
1643,0.0
1644,0.0
1645,0.0
1646,0.0
1647,245.0
1648,209.0
1649,92.0
1650,190.0
1651,136.0
1652,0.0
1653,0.0
1654,27.0
1655,34.0
1656,0.0
1657,0.0
1658,0.0
1659,1.0
1660,0.0
1661,14.0
1662,0.0
1663,0.0
1664,0.0
1665,20.0
1666,95.0
1667,0.0
1668,0.0
1669,145.0
1670,0.0
1671,215.0
1672,0.0
1673,0.0
1674,0.0
1675,53.0
1676,237.0
1677,98.0
1678,0.0
1679,198.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,88.0
1685,94.0
1686,0.0
1687,138.0
1688,0.0
1689,136.0
1690,52.0
1691,69.0
1692,117.0
1693,0.0
1694,0.0
1695,176.0
1696,134.0
1697,0.0
1698,0.0
1699,0.0
1700,120.0
1701,247.0
1702,0.0
1703,0.0
1704,0.0
1705,103.0
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,0.0
1711,0.0
1712,0.0
1713,0.0
1714,8.0
1715,0.0
1716,172.0
1717,0.0
1718,0.0
1719,5.0
1720,38.0
1721,0.0
1722,0.0
1723,0.0
1724,64.0
1725,0.0
1726,0.0
1727,228.0
1728,229.0
1729,0.0
1730,0.0
1731,251.0
1732,106.0
1733,207.0
1734,0.0
1735,0.0
1736,103.0
1737,0.0
1738,0.0
1739,0.0
1740,0.0
1741,151.0
1742,202.0
1743,0.0
1744,0.0
1745,205.0
1746,0.0
1747,0.0
1748,175.0
1749,229.0
1750,0.0
1751,103.0
1752,205.0
1753,0.0
1754,247.0
1755,190.0
1756,203.0
1757,0.0
1758,83.0
1759,0.0
1760,0.0
1761,0.0
1762,0.0
1763,138.0
1764,0.0
1765,89.0
1766,202.0
1767,11.0
1768,0.0
1769,150.0
1770,0.0
1771,0.0
1772,80.0
1773,0.0
1774,0.0
1775,0.0
1776,62.0
1777,129.0
1778,0.0
1779,212.0
1780,0.0
1781,0.0
1782,129.0
1783,0.0
1784,0.0
1785,120.0
1786,0.0
1787,0.0
1788,0.0
1789,254.0
1790,25.0
1791,170.0
1792,0.0
1793,0.0
1794,0.0
1795,204.0
1796,0.0
1797,45.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,5.0
1808,130.0
1809,0.0
1810,114.0
1811,17.0
1812,0.0
1813,0.0
1814,0.0
1815,194.0
1816,0.0
1817,0.0
1818,0.0
1819,10.0
1820,0.0
1821,243.0
1822,0.0
1823,217.0
1824,119.0
1825,136.0
1826,0.0
1827,0.0
1828,136.0
1829,141.0
1830,185.0
1831,190.0
1832,196.0
1833,150.0
1834,0.0
1835,4.0
1836,10.0
1837,30.0
1838,111.0
1839,0.0
1840,201.0
1841,0.0
1842,5.0
1843,241.0
1844,0.0
1845,194.0
1846,0.0
1847,72.0
1848,154.0
1849,0.0
1850,63.0
1851,0.0
1852,99.0
1853,1.0
1854,188.0
1855,0.0
1856,62.0
1857,0.0
1858,0.0
1859,88.0
1860,96.0
1861,170.0
1862,105.0
1863,137.0
1864,0.0
1865,0.0
1866,178.0
1867,0.0
1868,0.0
1869,46.0
1870,0.0
1871,0.0
1872,243.0
1873,66.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,0.0
1879,0.0
1880,0.0
1881,189.0
1882,104.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,204.0
1888,0.0
1889,207.0
1890,0.0
1891,0.0
1892,192.0
1893,0.0
1894,158.0
1895,120.0
1896,0.0
1897,64.0
1898,46.0
1899,153.0
1900,179.0
1901,0.0
1902,154.0
1903,0.0
1904,0.0
1905,46.0
1906,230.0
1907,198.0
1908,0.0
1909,217.0
1910,120.0
1911,212.0
1912,0.0
1913,231.0
1914,43.0
1915,0.0
1916,0.0
1917,0.0
1918,69.0
1919,0.0
1920,0.0
1921,11.0
1922,0.0
1923,170.0
1924,0.0
1925,0.0
1926,104.0
1927,0.0
1928,75.0
1929,0.0
1930,99.0
1931,66.0
1932,40.0
1933,37.0
1934,0.0
1935,9.0
1936,0.0
1937,0.0
1938,137.0
1939,0.0
1940,95.0
1941,0.0
1942,0.0
1943,0.0
1944,0.0
1945,0.0
1946,0.0
1947,67.0
1948,0.0
1949,254.0
1950,121.0
1951,0.0
1952,204.0
1953,187.0
1954,0.0
1955,0.0
1956,0.0
1957,0.0
1958,0.0
1959,67.0
1960,0.0
1961,0.0
1962,0.0
1963,72.0
1964,0.0
1965,253.0
1966,220.0
1967,228.0
1968,227.0
1969,0.0
1970,204.0
1971,79.0
1972,92.0
1973,0.0
1974,0.0
1975,0.0
1976,0.0
1977,0.0
1978,0.0
1979,133.0
1980,50.0
1981,36.0
1982,0.0
1983,171.0
1984,0.0
1985,82.0
1986,0.0
1987,0.0
1988,0.0
1989,158.0
1990,74.0
1991,44.0
1992,0.0
1993,0.0
1994,0.0
1995,0.0
1996,0.0
1997,0.0
1998,0.0
1999,0.0
2000,0.0
2001,221.0
2002,79.0
2003,174.0
2004,201.0
2005,0.0
2006,0.0
2007,0.0
2008,0.0
2009,0.0
2010,0.0
2011,0.0
2012,145.0
2013,0.0
2014,0.0
2015,0.0
2016,41.0
2017,197.0
2018,12.0
2019,17.0
2020,0.0
2021,0.0
2022,0.0
2023,0.0
2024,236.0
2025,108.0
2026,0.0
2027,0.0
2028,0.0
2029,0.0
2030,0.0
2031,0.0
2032,143.0
2033,109.0
2034,173.0
2035,250.0
2036,0.0
2037,123.0
2038,19.0
2039,175.0
2040,0.0
2041,0.0
2042,25.0
2043,0.0
2044,0.0
2045,226.0
2046,26.0
2047,234.0
2048,0.0
2049,0.0
2050,0.0
2051,0.0
2052,105.0
2053,111.0
2054,0.0
2055,0.0
2056,87.0
2057,172.0
2058,0.0
2059,3.0
2060,81.0
2061,0.0
2062,0.0
2063,77.0
2064,249.0
2065,0.0
2066,0.0
2067,0.0
2068,0.0
2069,0.0
2070,109.0
2071,0.0
2072,0.0
2073,107.0
2074,0.0
2075,173.0
2076,164.0
2077,0.0
2078,0.0
2079,43.0
2080,0.0
2081,105.0
2082,0.0
2083,22.0
2084,0.0
2085,0.0
2086,0.0
2087,0.0
2088,0.0
2089,232.0
2090,0.0
2091,98.0
2092,204.0
2093,0.0
2094,0.0
2095,243.0
2096,44.0
2097,0.0
2098,0.0
2099,0.0
2100,160.0
2101,0.0
2102,0.0
2103,0.0
2104,0.0
2105,0.0
2106,0.0
2107,244.0
2108,0.0
2109,54.0
2110,0.0
2111,0.0
2112,0.0
2113,0.0
2114,0.0
2115,175.0
2116,0.0
2117,0.0
2118,155.0
2119,0.0
2120,0.0
2121,0.0
2122,166.0
2123,175.0
2124,0.0
2125,0.0
2126,26.0
2127,116.0
2128,183.0
2129,0.0
2130,253.0
2131,0.0
2132,32.0
2133,191.0
2134,0.0
2135,0.0
2136,40.0
2137,31.0
2138,33.0
2139,16.0
2140,22.0
